EmployeeID,Age,Gender,MaritalStatus,Education,EducationField,Department,JobRole,JobLevel,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,TotalWorkingYears,NumCompaniesWorked,TrainingTimesLastYear,MonthlyIncome,PercentSalaryHike,StockOptionLevel,DistanceFromHome,BusinessTravel,OverTime,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,Attrition
759,20,Male,Single,4,Medical,Research & Development,Manager,2,13,13,0,8,32,8,4,5833,22,3,2,Travel_Rarely,Yes,2,4,2,2,3,3,Yes
760,44,Female,Single,3,Other,Research & Development,Research Director,2,11,0,0,3,11,5,6,8430,18,1,22,Travel_Rarely,No,1,1,4,1,2,3,Yes
761,46,Male,Single,5,Medical,Research & Development,Sales Executive,5,21,16,1,16,21,2,3,13861,14,2,22,Travel_Frequently,No,1,1,2,2,4,3,Yes
762,49,Female,Married,2,Other,Research & Development,Human Resources,2,6,6,6,6,12,5,1,5398,23,2,9,Travel_Rarely,No,1,3,1,2,3,4,Yes
763,36,Female,Divorced,5,Life Sciences,Research & Development,Laboratory Technician,2,9,9,9,5,9,6,6,6807,23,2,20,Non-Travel,Yes,4,4,3,2,3,3,Yes
764,38,Male,Single,5,Marketing,Research & Development,Laboratory Technician,4,16,15,8,7,16,6,5,10399,17,0,24,Travel_Rarely,No,3,1,2,3,2,3,Yes
765,22,Female,Married,3,Medical,Research & Development,Manufacturing Director,3,4,4,4,4,4,7,0,9649,17,2,13,Travel_Frequently,No,1,2,3,2,4,3,Yes
766,35,Female,Married,4,Other,Research & Development,Sales Executive,1,3,3,3,2,8,3,3,3327,21,0,14,Travel_Rarely,No,4,2,2,1,3,4,Yes
767,45,Male,Divorced,5,Marketing,Research & Development,Human Resources,3,12,9,4,1,12,0,3,8295,15,2,29,Travel_Frequently,Yes,2,2,1,4,1,3,Yes
768,59,Female,Single,4,Medical,Research & Development,Laboratory Technician,2,22,4,8,8,22,5,2,6620,22,2,3,Travel_Rarely,No,3,3,2,4,1,3,No
769,39,Female,Married,1,Human Resources,Research & Development,Manufacturing Director,5,19,11,7,7,29,7,6,14366,11,2,18,Travel_Rarely,No,2,1,3,3,4,4,Yes
770,38,Male,Married,4,Other,Research & Development,Sales Executive,1,3,3,3,3,3,4,1,5442,20,0,9,Travel_Rarely,Yes,2,4,3,1,4,3,Yes
771,23,Male,Divorced,2,Human Resources,Research & Development,Manufacturing Director,1,20,13,10,1,20,2,0,6543,14,1,15,Travel_Rarely,No,4,1,3,4,1,3,Yes
772,18,Male,Married,2,Life Sciences,Research & Development,Sales Executive,5,6,6,5,6,8,3,6,13595,17,0,22,Travel_Rarely,No,2,4,4,4,3,3,No
773,22,Female,Single,5,Other,Sales,Healthcare Representative,1,6,2,0,1,6,7,5,4041,24,3,27,Non-Travel,No,3,4,3,2,2,3,No
774,58,Male,Married,4,Life Sciences,Sales,Healthcare Representative,5,12,11,9,1,15,5,4,11918,15,3,24,Non-Travel,Yes,2,1,2,2,3,3,Yes
775,29,Female,Married,5,Marketing,Human Resources,Sales Representative,1,7,7,4,6,22,4,3,3076,12,0,27,Travel_Rarely,Yes,4,2,1,2,4,3,Yes
776,43,Female,Single,3,Medical,Research & Development,Research Director,3,4,4,4,4,22,8,4,8072,24,0,10,Travel_Rarely,No,1,2,1,3,4,3,Yes
777,51,Female,Divorced,2,Technical Degree,Research & Development,Manufacturing Director,1,12,1,0,5,30,9,4,6569,18,1,25,Travel_Rarely,No,4,4,2,2,2,3,No
778,31,Female,Single,5,Life Sciences,Research & Development,Sales Representative,4,4,1,4,3,4,2,4,10449,12,0,17,Travel_Rarely,No,1,2,4,1,3,4,Yes
779,43,Female,Married,3,Technical Degree,Sales,Manufacturing Director,5,5,5,5,5,5,6,2,14942,21,2,13,Travel_Frequently,No,2,3,2,3,2,3,No
780,44,Female,Married,5,Technical Degree,Research & Development,Laboratory Technician,1,0,0,0,0,0,8,6,4771,18,1,1,Travel_Rarely,No,1,3,3,4,3,3,Yes
781,26,Female,Married,4,Medical,Research & Development,Manager,5,27,17,10,7,27,3,4,12579,23,0,11,Travel_Rarely,No,4,4,4,4,3,4,No
782,43,Male,Married,4,Marketing,Research & Development,Manufacturing Director,4,17,0,7,8,17,9,1,10017,21,0,5,Non-Travel,Yes,4,2,2,1,1,3,Yes
783,39,Male,Divorced,4,Medical,Research & Development,Laboratory Technician,1,23,3,7,3,23,9,1,6692,12,3,9,Travel_Rarely,No,3,4,4,1,3,3,No
784,47,Female,Married,4,Other,Sales,Human Resources,1,3,3,3,3,12,2,0,3128,21,1,7,Non-Travel,No,3,3,1,4,4,3,No
785,34,Female,Married,1,Life Sciences,Sales,Healthcare Representative,4,20,1,1,9,32,0,0,9518,15,3,7,Travel_Rarely,No,1,3,2,1,4,3,No
786,43,Male,Married,3,Technical Degree,Human Resources,Sales Representative,4,9,9,4,5,9,8,5,11351,14,0,2,Travel_Rarely,Yes,1,3,2,1,4,3,Yes
787,53,Female,Married,3,Medical,Research & Development,Manager,4,6,6,3,6,6,0,4,10135,11,1,19,Travel_Rarely,Yes,3,1,1,1,1,3,Yes
788,18,Male,Single,4,Medical,Research & Development,Healthcare Representative,5,14,12,4,9,36,1,4,13772,24,2,20,Travel_Rarely,Yes,2,3,4,2,2,3,Yes
789,25,Male,Married,1,Medical,Sales,Sales Representative,4,31,14,9,12,31,8,2,9911,22,0,18,Non-Travel,No,3,2,1,4,4,3,No
790,52,Male,Divorced,4,Life Sciences,Sales,Manager,5,21,2,8,8,21,4,6,11815,18,0,10,Travel_Rarely,No,2,1,4,1,4,3,Yes
791,32,Female,Single,1,Marketing,Research & Development,Research Scientist,3,7,7,7,6,15,3,4,7973,20,3,25,Travel_Rarely,Yes,1,3,2,1,2,3,Yes
792,39,Female,Married,4,Medical,Research & Development,Laboratory Technician,1,23,7,3,3,23,8,4,4962,22,2,5,Non-Travel,Yes,1,2,4,2,1,3,Yes
793,31,Male,Divorced,2,Life Sciences,Research & Development,Research Scientist,1,13,6,13,3,13,8,6,5866,13,0,16,Travel_Rarely,Yes,4,3,4,4,3,3,No
794,43,Male,Single,2,Technical Degree,Sales,Laboratory Technician,2,10,7,10,10,10,1,4,7410,23,3,29,Travel_Frequently,No,4,2,3,3,2,3,Yes
795,45,Male,Married,5,Other,Research & Development,Sales Executive,3,15,15,11,12,18,2,3,8089,14,3,23,Travel_Rarely,Yes,2,2,3,4,3,4,Yes
796,40,Male,Married,4,Human Resources,Sales,Research Director,4,22,8,7,3,22,2,3,12102,14,0,27,Travel_Rarely,No,2,3,3,4,3,4,No
797,31,Male,Married,3,Life Sciences,Sales,Manager,4,16,5,7,9,33,4,2,12366,15,1,25,Travel_Rarely,No,3,3,1,4,3,3,No
798,41,Female,Single,5,Human Resources,Research & Development,Research Scientist,3,8,3,1,6,39,2,2,8800,13,0,5,Travel_Rarely,No,2,1,1,2,2,4,Yes
799,19,Male,Single,2,Medical,Sales,Research Director,4,12,12,12,4,12,9,1,9808,19,2,15,Travel_Frequently,No,1,3,3,4,2,4,No
800,43,Female,Married,4,Medical,Sales,Manager,2,28,4,5,16,38,5,2,6342,14,0,22,Travel_Frequently,No,1,2,2,3,3,3,Yes
801,31,Male,Married,5,Life Sciences,Research & Development,Sales Representative,5,27,4,4,10,27,1,5,12037,24,1,16,Travel_Rarely,No,1,4,2,1,1,3,No
802,24,Female,Married,4,Human Resources,Research & Development,Sales Executive,1,17,6,1,14,39,5,1,3569,20,3,4,Travel_Rarely,No,4,1,2,4,1,4,No
803,20,Female,Married,2,Medical,Research & Development,Sales Representative,3,11,8,11,6,15,5,6,7969,21,2,14,Travel_Rarely,No,2,2,1,2,1,3,Yes
804,40,Female,Single,5,Technical Degree,Research & Development,Laboratory Technician,1,18,6,9,5,27,1,4,4879,21,2,24,Travel_Rarely,No,2,2,4,4,4,3,Yes
805,35,Female,Married,2,Marketing,Sales,Research Director,5,3,3,3,3,3,5,2,14313,14,2,17,Travel_Frequently,No,4,4,1,4,3,3,No
806,55,Female,Single,1,Marketing,Sales,Manager,3,14,9,6,1,27,5,5,9400,16,2,17,Travel_Rarely,No,4,3,3,3,4,3,No
807,52,Female,Divorced,2,Medical,Human Resources,Manufacturing Director,5,0,0,0,0,11,5,2,14319,18,1,21,Travel_Rarely,No,4,2,4,3,1,3,Yes
808,32,Male,Married,4,Human Resources,Research & Development,Research Director,4,1,1,0,1,15,4,2,9609,23,1,16,Non-Travel,No,1,4,2,2,2,3,Yes
809,42,Female,Married,3,Other,Research & Development,Human Resources,4,7,7,7,4,35,6,1,11515,17,1,26,Travel_Rarely,No,2,4,1,2,1,3,Yes
810,54,Male,Divorced,2,Medical,Sales,Research Scientist,4,19,8,8,15,19,4,6,10983,14,1,9,Travel_Frequently,Yes,3,3,1,2,4,3,Yes
811,45,Female,Single,3,Other,Research & Development,Manager,5,24,0,9,0,25,0,6,13971,14,3,2,Travel_Rarely,No,3,4,3,2,4,4,No
812,27,Female,Married,1,Other,Sales,Healthcare Representative,5,1,1,1,1,25,8,1,11387,15,0,11,Travel_Rarely,No,2,4,2,2,1,3,No
813,56,Male,Married,5,Human Resources,Research & Development,Healthcare Representative,5,8,8,0,2,21,2,0,12697,20,1,15,Non-Travel,No,2,4,1,1,3,3,No
814,34,Female,Divorced,5,Other,Human Resources,Laboratory Technician,1,8,6,8,1,8,1,1,6971,15,0,3,Travel_Rarely,No,4,4,1,1,2,3,No
815,56,Male,Single,3,Technical Degree,Human Resources,Research Director,5,4,4,4,4,4,9,1,11758,22,2,24,Travel_Frequently,Yes,4,4,4,2,2,3,Yes
816,39,Male,Married,5,Human Resources,Research & Development,Research Director,4,5,5,4,5,16,5,3,10861,11,3,16,Travel_Frequently,No,1,4,1,2,1,4,No
817,43,Male,Divorced,2,Medical,Research & Development,Healthcare Representative,2,29,2,6,0,33,7,2,7489,23,3,21,Travel_Frequently,No,4,2,4,1,3,3,Yes
818,42,Male,Single,3,Technical Degree,Human Resources,Research Director,5,1,1,1,1,1,1,1,14413,18,0,19,Travel_Rarely,Yes,2,1,1,3,3,3,Yes
819,34,Female,Married,4,Life Sciences,Research & Development,Research Director,2,6,2,1,6,6,3,2,5515,20,0,22,Travel_Rarely,No,1,3,2,1,1,3,No
820,30,Female,Married,2,Marketing,Sales,Laboratory Technician,4,6,6,3,4,35,1,2,10841,23,0,6,Travel_Rarely,Yes,3,1,3,2,2,3,Yes
821,37,Male,Married,2,Medical,Research & Development,Research Scientist,5,10,9,1,10,12,8,3,14844,15,3,14,Travel_Rarely,Yes,2,3,2,3,2,3,Yes
822,42,Female,Single,2,Medical,Sales,Human Resources,1,19,0,3,9,19,9,2,5890,13,1,5,Travel_Rarely,Yes,3,1,3,2,2,3,Yes
823,21,Female,Single,4,Medical,Research & Development,Research Scientist,1,29,13,14,13,29,1,5,3044,13,3,5,Travel_Rarely,No,2,3,1,4,3,3,Yes
824,27,Male,Single,1,Technical Degree,Research & Development,Human Resources,2,29,5,5,11,29,9,1,6442,14,1,6,Travel_Rarely,No,2,4,2,3,1,3,No
825,20,Female,Divorced,5,Life Sciences,Research & Development,Manufacturing Director,1,1,1,1,1,10,1,2,3722,22,2,18,Non-Travel,Yes,1,1,4,2,3,4,Yes
826,58,Male,Married,3,Human Resources,Research & Development,Research Scientist,1,30,7,11,6,30,4,0,3755,17,1,22,Travel_Rarely,No,1,1,3,1,2,3,Yes
827,35,Male,Single,1,Life Sciences,Sales,Sales Executive,1,2,0,2,2,2,4,0,5250,15,0,18,Travel_Rarely,Yes,4,3,3,2,3,3,No
828,53,Female,Married,3,Technical Degree,Research & Development,Manufacturing Director,4,1,1,1,1,1,6,3,12786,11,1,19,Travel_Frequently,No,2,3,1,1,2,3,Yes
829,39,Female,Married,5,Medical,Research & Development,Human Resources,1,2,2,2,2,2,0,5,4908,24,1,2,Travel_Rarely,Yes,2,2,3,3,1,3,Yes
830,51,Female,Single,4,Marketing,Research & Development,Human Resources,3,14,4,3,10,14,1,6,9586,22,3,17,Non-Travel,Yes,1,4,3,1,2,3,Yes
831,25,Male,Married,2,Medical,Research & Development,Manufacturing Director,5,16,8,3,11,16,5,6,11385,23,0,28,Travel_Frequently,Yes,3,4,3,3,4,4,No
832,57,Male,Married,2,Human Resources,Human Resources,Human Resources,1,3,3,3,3,6,1,1,5030,15,2,1,Travel_Rarely,No,4,2,1,2,4,3,No
833,36,Female,Married,4,Other,Human Resources,Manager,1,4,4,0,4,4,3,3,5677,24,1,9,Travel_Rarely,No,2,3,2,1,1,3,No
834,59,Female,Married,1,Marketing,Sales,Sales Executive,1,33,16,14,15,33,9,0,6015,15,2,13,Travel_Rarely,No,1,4,1,3,3,3,No
835,58,Female,Single,1,Medical,Sales,Manager,3,30,0,13,11,32,5,5,9785,16,0,4,Travel_Rarely,Yes,2,3,4,3,3,3,Yes
836,54,Female,Married,3,Marketing,Research & Development,Human Resources,1,15,14,1,7,15,6,1,3359,24,1,5,Travel_Rarely,No,1,4,3,3,3,3,No
837,23,Male,Married,4,Other,Research & Development,Research Scientist,1,12,1,12,2,36,9,2,4491,17,3,26,Travel_Frequently,No,4,1,3,4,2,3,Yes
838,43,Female,Married,1,Life Sciences,Human Resources,Manager,5,2,2,2,1,2,4,1,11982,15,2,23,Travel_Rarely,Yes,3,1,2,3,4,3,Yes
839,51,Male,Married,4,Technical Degree,Research & Development,Research Scientist,3,20,4,12,5,20,7,4,8967,23,3,18,Non-Travel,Yes,2,4,3,2,1,3,Yes
840,23,Male,Married,5,Medical,Research & Development,Manufacturing Director,3,0,0,0,0,7,5,1,7204,21,2,28,Non-Travel,Yes,2,4,2,2,3,3,Yes
841,54,Female,Divorced,2,Human Resources,Research & Development,Research Director,1,21,1,10,14,21,4,2,6318,24,0,27,Travel_Rarely,No,4,4,3,2,3,3,No
842,50,Female,Married,2,Life Sciences,Sales,Sales Representative,3,4,4,4,4,4,3,4,10038,12,1,10,Non-Travel,No,3,2,3,3,1,3,No
843,39,Female,Married,2,Medical,Sales,Human Resources,2,16,2,10,1,16,5,6,6072,24,2,25,Travel_Rarely,No,2,4,1,2,2,3,Yes
844,38,Male,Married,4,Life Sciences,Research & Development,Sales Representative,3,20,16,7,13,36,5,5,7365,12,3,28,Non-Travel,Yes,4,2,1,3,3,3,Yes
845,23,Female,Married,4,Human Resources,Research & Development,Sales Executive,3,13,2,13,1,13,5,3,9300,23,2,4,Travel_Rarely,No,2,2,4,3,2,3,Yes
846,23,Female,Single,3,Medical,Research & Development,Research Scientist,3,18,12,5,0,38,0,5,9125,14,2,26,Travel_Rarely,No,2,1,2,3,2,3,No
847,21,Male,Single,2,Other,Research & Development,Manager,4,22,6,2,1,27,5,1,9768,11,2,26,Non-Travel,Yes,4,4,4,4,2,3,No
848,47,Female,Single,3,Other,Sales,Sales Representative,4,30,2,5,8,30,0,6,11679,17,2,13,Travel_Rarely,No,4,1,1,1,3,3,No
849,28,Male,Divorced,2,Human Resources,Research & Development,Laboratory Technician,4,16,14,6,8,16,4,3,9986,23,2,13,Travel_Rarely,No,1,1,2,2,3,3,Yes
850,47,Female,Married,3,Marketing,Sales,Human Resources,3,4,4,4,4,34,6,1,7416,11,2,17,Non-Travel,Yes,1,2,1,4,1,3,Yes
851,48,Male,Divorced,3,Human Resources,Research & Development,Sales Representative,2,7,7,7,7,39,0,0,8106,13,3,8,Travel_Rarely,No,2,3,2,2,1,3,Yes
852,41,Female,Married,5,Marketing,Research & Development,Manager,3,10,6,5,5,21,0,0,8461,20,2,4,Travel_Frequently,No,4,2,3,4,2,4,No
853,26,Female,Married,3,Medical,Research & Development,Manager,1,15,8,0,11,28,5,2,5359,17,2,23,Travel_Frequently,No,3,1,4,1,3,3,Yes
854,20,Male,Single,4,Marketing,Human Resources,Sales Executive,2,9,4,2,2,9,6,6,6166,21,2,3,Non-Travel,No,3,2,4,1,2,4,No
855,48,Male,Married,3,Medical,Sales,Healthcare Representative,4,17,7,6,11,17,5,6,9196,22,1,11,Travel_Rarely,Yes,2,2,2,1,1,3,Yes
856,57,Female,Married,2,Medical,Research & Development,Laboratory Technician,5,20,13,3,0,34,4,5,14044,22,0,12,Travel_Rarely,No,1,2,4,1,2,3,Yes
857,54,Male,Divorced,3,Technical Degree,Research & Development,Sales Representative,2,15,3,11,8,15,5,0,7307,16,0,9,Non-Travel,No,4,4,1,3,4,3,No
858,53,Male,Single,1,Medical,Research & Development,Laboratory Technician,4,6,6,3,5,6,2,4,10389,17,0,15,Travel_Rarely,No,4,2,4,2,2,3,Yes
859,41,Male,Married,2,Marketing,Research & Development,Healthcare Representative,2,7,7,6,7,29,8,4,7643,15,3,13,Travel_Rarely,No,1,1,2,2,3,3,Yes
860,48,Male,Married,1,Technical Degree,Research & Development,Sales Representative,2,6,1,6,2,18,4,6,6215,18,3,5,Travel_Rarely,No,4,2,4,2,2,3,Yes
861,23,Female,Married,2,Technical Degree,Research & Development,Laboratory Technician,3,1,1,1,1,22,1,6,10558,16,3,5,Travel_Rarely,Yes,2,4,4,3,2,3,Yes
862,19,Female,Married,4,Medical,Sales,Research Scientist,1,7,0,7,7,7,9,1,5581,22,2,19,Travel_Rarely,Yes,4,1,1,2,3,3,Yes
863,37,Male,Married,4,Human Resources,Research & Development,Manager,5,12,6,12,5,16,9,6,13071,14,0,11,Travel_Rarely,Yes,4,2,3,1,4,4,Yes
864,45,Male,Single,4,Human Resources,Sales,Research Director,4,20,8,12,0,20,6,3,11990,24,2,9,Travel_Rarely,Yes,1,1,1,2,3,3,Yes
865,28,Male,Married,1,Other,Research & Development,Manufacturing Director,2,25,16,14,7,25,2,4,6098,21,1,3,Travel_Rarely,Yes,1,4,4,2,1,3,Yes
866,21,Male,Married,5,Technical Degree,Research & Development,Human Resources,5,27,12,1,7,27,0,1,12901,11,0,18,Travel_Rarely,No,3,3,4,4,4,4,No
867,32,Female,Divorced,2,Medical,Research & Development,Research Director,2,36,9,8,5,38,2,3,6669,12,1,27,Travel_Frequently,No,2,4,3,3,4,3,No
868,23,Female,Married,4,Human Resources,Research & Development,Sales Representative,1,19,15,2,16,32,8,6,5970,22,1,13,Travel_Rarely,No,1,4,3,1,3,3,No
869,47,Male,Married,2,Medical,Human Resources,Sales Representative,5,32,5,5,0,39,4,6,12417,16,2,25,Travel_Frequently,No,1,1,1,1,2,3,Yes
870,55,Male,Single,1,Medical,Sales,Laboratory Technician,4,18,15,3,14,18,6,0,11726,14,0,28,Travel_Rarely,No,1,1,3,1,1,3,Yes
871,19,Male,Divorced,5,Technical Degree,Research & Development,Manager,2,14,10,0,12,28,2,1,8529,13,1,12,Travel_Rarely,Yes,4,3,1,2,1,3,No
872,32,Female,Married,1,Other,Research & Development,Healthcare Representative,1,19,2,8,2,19,3,3,5157,17,0,9,Travel_Rarely,No,2,3,2,1,4,3,Yes
873,28,Male,Divorced,2,Technical Degree,Research & Development,Sales Executive,5,2,2,2,1,19,0,2,13137,17,1,10,Travel_Rarely,No,2,3,4,1,1,3,No
874,25,Female,Single,5,Life Sciences,Sales,Laboratory Technician,2,9,9,9,2,9,2,6,5036,12,1,28,Travel_Rarely,Yes,4,4,3,4,4,4,No
875,43,Male,Married,5,Human Resources,Research & Development,Sales Executive,2,11,11,5,8,11,6,5,7869,18,2,13,Travel_Rarely,No,4,4,2,2,4,3,No
876,22,Female,Married,1,Human Resources,Research & Development,Manufacturing Director,4,7,7,7,7,32,3,5,9992,21,0,20,Travel_Rarely,Yes,1,3,2,4,1,3,Yes
877,23,Male,Divorced,4,Human Resources,Human Resources,Laboratory Technician,1,21,12,14,12,24,1,6,4586,11,2,20,Travel_Rarely,Yes,3,3,1,3,4,3,Yes
878,43,Female,Married,2,Marketing,Research & Development,Manufacturing Director,3,24,16,14,11,24,4,2,7571,21,2,13,Travel_Rarely,Yes,3,3,1,2,2,3,Yes
879,21,Male,Married,3,Medical,Research & Development,Human Resources,2,1,1,1,1,3,4,4,7631,20,2,27,Travel_Frequently,No,2,2,3,4,4,3,Yes
880,36,Male,Married,3,Technical Degree,Human Resources,Laboratory Technician,5,0,0,0,0,3,1,5,14711,17,2,26,Travel_Rarely,No,3,2,1,3,2,3,Yes
881,37,Male,Single,1,Human Resources,Research & Development,Manager,4,8,8,5,7,8,5,3,9306,20,2,29,Travel_Rarely,No,1,3,2,4,2,3,No
882,50,Female,Married,2,Life Sciences,Sales,Manager,4,14,14,1,14,14,9,6,11109,22,1,29,Non-Travel,No,4,4,2,3,2,3,No
883,37,Male,Married,2,Human Resources,Sales,Sales Representative,2,25,14,1,6,25,3,6,5304,11,0,22,Travel_Rarely,Yes,2,1,4,1,1,4,Yes
884,29,Female,Divorced,1,Other,Research & Development,Human Resources,2,7,3,3,7,14,0,6,7226,23,0,9,Non-Travel,No,2,4,2,1,2,3,No
885,18,Female,Married,2,Medical,Sales,Sales Representative,2,25,14,3,16,25,2,2,7587,22,2,24,Non-Travel,No,4,1,3,2,1,3,No
886,43,Male,Single,4,Medical,Human Resources,Sales Executive,3,27,13,2,9,27,8,4,10823,24,0,10,Travel_Rarely,Yes,3,3,4,4,3,4,No
887,31,Male,Single,1,Technical Degree,Research & Development,Research Director,2,5,5,5,3,6,9,1,7979,13,1,19,Travel_Rarely,No,2,2,1,4,2,3,Yes
888,55,Male,Married,4,Marketing,Sales,Healthcare Representative,1,18,3,13,6,31,6,6,4767,13,2,6,Travel_Rarely,Yes,4,2,4,3,4,3,Yes
889,54,Female,Married,2,Technical Degree,Research & Development,Human Resources,5,11,2,6,6,11,5,1,14736,20,3,29,Travel_Frequently,Yes,4,1,2,2,3,3,Yes
890,28,Male,Married,1,Human Resources,Research & Development,Healthcare Representative,2,0,0,0,0,34,0,3,5931,24,3,7,Non-Travel,No,3,3,3,1,3,3,No
891,53,Female,Married,2,Other,Human Resources,Healthcare Representative,3,24,9,2,7,31,8,3,9892,12,1,15,Travel_Rarely,No,3,2,1,4,2,3,No
892,30,Female,Divorced,1,Life Sciences,Research & Development,Research Scientist,5,8,8,8,8,8,8,3,12467,24,1,22,Travel_Rarely,No,1,3,1,3,1,3,No
893,20,Male,Divorced,2,Technical Degree,Research & Development,Laboratory Technician,4,6,6,6,6,13,0,5,10542,20,3,19,Non-Travel,No,3,3,2,1,3,3,No
894,50,Male,Married,4,Marketing,Research & Development,Human Resources,2,12,12,12,12,12,5,3,8648,23,2,14,Travel_Rarely,No,3,1,3,1,2,3,Yes
895,23,Male,Divorced,4,Technical Degree,Research & Development,Sales Representative,5,30,10,4,7,32,6,6,12992,15,1,16,Travel_Rarely,No,4,3,2,1,3,3,No
896,27,Male,Married,2,Medical,Research & Development,Sales Executive,4,31,9,1,8,31,1,2,12706,14,3,14,Travel_Rarely,No,2,3,2,3,3,3,No
897,22,Male,Married,1,Human Resources,Sales,Laboratory Technician,3,18,8,2,2,18,9,2,10107,23,2,29,Travel_Frequently,No,4,1,3,3,2,3,No
898,40,Male,Single,3,Human Resources,Sales,Research Scientist,1,5,5,5,5,29,7,4,5797,16,1,29,Travel_Rarely,No,1,2,2,1,4,3,Yes
899,27,Female,Married,4,Human Resources,Research & Development,Sales Executive,2,15,0,3,14,15,7,2,8549,12,0,25,Travel_Frequently,No,4,4,3,3,4,3,No
900,19,Female,Married,4,Human Resources,Sales,Human Resources,1,11,11,11,3,11,5,5,6144,24,0,20,Travel_Rarely,No,1,3,3,1,4,4,Yes
901,30,Female,Divorced,3,Human Resources,Sales,Research Director,3,8,8,1,8,9,8,1,10101,14,0,2,Non-Travel,No,3,1,2,1,3,3,No
902,57,Male,Married,2,Human Resources,Research & Development,Healthcare Representative,5,1,0,1,1,1,2,4,13786,22,2,9,Travel_Rarely,No,2,2,2,1,1,3,Yes
903,19,Female,Divorced,1,Life Sciences,Sales,Research Scientist,5,9,9,5,9,17,1,2,14374,17,1,3,Travel_Rarely,No,2,3,4,3,1,3,No
904,37,Female,Married,2,Marketing,Research & Development,Sales Executive,3,12,10,7,4,12,1,3,10418,11,3,6,Travel_Rarely,Yes,4,4,1,2,3,3,Yes
905,18,Female,Single,5,Human Resources,Research & Development,Sales Representative,3,26,14,6,10,28,5,2,7796,23,1,5,Travel_Rarely,No,2,2,1,2,3,3,Yes
906,54,Female,Divorced,4,Marketing,Human Resources,Research Scientist,2,12,3,3,12,23,6,0,6534,21,0,14,Travel_Rarely,No,1,1,3,3,2,3,No
907,26,Female,Married,5,Other,Research & Development,Sales Executive,4,1,1,1,1,37,5,4,12588,13,0,29,Non-Travel,No,1,3,4,4,1,3,No
908,34,Male,Married,4,Human Resources,Sales,Research Scientist,1,11,11,8,5,11,2,6,6136,11,2,15,Travel_Rarely,No,3,1,3,3,3,3,Yes
909,26,Male,Married,4,Technical Degree,Research & Development,Sales Representative,1,28,0,3,15,28,4,6,3746,12,3,18,Non-Travel,Yes,4,4,4,4,4,4,No
910,28,Female,Single,5,Human Resources,Research & Development,Sales Representative,5,21,8,8,14,21,7,5,13674,19,2,17,Travel_Rarely,No,3,4,3,1,1,3,No
911,32,Female,Married,5,Medical,Human Resources,Manager,5,33,6,4,10,35,5,2,11452,20,3,9,Travel_Rarely,Yes,2,1,1,4,3,3,Yes
912,41,Female,Married,2,Life Sciences,Research & Development,Healthcare Representative,2,0,0,0,0,0,1,2,5830,15,1,19,Travel_Frequently,No,3,3,4,1,2,3,No
913,55,Male,Married,5,Technical Degree,Research & Development,Laboratory Technician,3,1,1,1,1,39,6,5,7757,23,2,23,Non-Travel,No,2,1,2,2,2,3,Yes
914,52,Male,Divorced,2,Technical Degree,Human Resources,Laboratory Technician,1,29,1,14,11,33,7,1,3860,14,2,25,Travel_Rarely,No,1,2,2,1,1,3,Yes
915,47,Female,Married,2,Medical,Sales,Human Resources,2,21,5,11,15,33,3,3,6975,22,2,9,Travel_Rarely,No,4,1,1,4,4,3,No
916,48,Male,Single,2,Human Resources,Research & Development,Manufacturing Director,5,10,10,10,1,32,0,3,12552,14,0,28,Travel_Frequently,No,4,4,4,2,1,3,Yes
917,22,Male,Married,4,Life Sciences,Research & Development,Human Resources,5,3,2,3,3,3,1,1,12918,18,0,16,Travel_Rarely,Yes,3,3,2,2,3,3,Yes
918,31,Female,Divorced,4,Technical Degree,Sales,Manufacturing Director,1,35,6,13,13,37,3,1,3818,22,3,26,Non-Travel,Yes,2,3,2,3,4,3,Yes
919,28,Male,Single,5,Life Sciences,Research & Development,Research Scientist,5,12,6,6,12,29,6,0,12392,13,1,6,Travel_Rarely,No,1,4,2,4,3,3,No
920,26,Male,Single,4,Technical Degree,Sales,Manufacturing Director,5,6,3,6,4,19,1,5,14108,22,2,8,Travel_Rarely,Yes,2,4,1,4,4,3,Yes
921,51,Female,Single,5,Human Resources,Research & Development,Manager,4,15,4,4,9,25,5,4,10879,22,0,25,Travel_Rarely,Yes,3,2,3,3,4,3,Yes
922,29,Male,Single,4,Other,Human Resources,Manager,3,14,14,14,14,14,1,3,10955,14,2,3,Travel_Frequently,No,2,4,2,3,3,4,No
923,52,Male,Married,1,Technical Degree,Sales,Healthcare Representative,5,0,0,0,0,6,6,1,11380,12,3,22,Travel_Rarely,No,1,4,2,2,1,3,Yes
924,52,Female,Married,1,Other,Research & Development,Sales Executive,4,6,6,5,6,6,1,1,10242,16,3,5,Travel_Frequently,No,3,4,3,3,2,3,No
925,18,Male,Married,5,Technical Degree,Sales,Laboratory Technician,2,5,5,5,5,28,2,5,5648,22,1,7,Non-Travel,Yes,1,3,2,2,4,3,Yes
926,57,Male,Married,4,Marketing,Research & Development,Healthcare Representative,5,19,15,13,3,22,8,6,11245,19,3,23,Travel_Frequently,Yes,3,4,4,4,4,3,Yes
